ignore,description
1-H35.12*,"1-Retinopathy of prematurity, stage 1"
1-H35.13*,"1-Retinopathy of prematurity, stage 2"
1-H35.14*,"1-Retinopathy of prematurity, stage 3"
1-H35.15*,"1-Retinopathy of prematurity, stage 4"
1-H35.16*,"1-Retinopathy of prematurity, stage 5"
1-H35.17*,1-Retrolental fibroplasia
1-H35.2*,1-Other non-diabetic proliferative retinopathy
1-H35.31*,1-Nonexudative age-related macular degeneration
1-H35.32*,1-Exudative age-related macular degeneration
1-H35.34*,"1-Macular cyst, hole, or pseudohole"
1-H35.35*,1-Cystoid macular degeneration
1-H35.36*,1-Drusen (degenerative) of macula
1-H35.37*,1-Puckering of macula
1-H35.38*,1-Toxic maculopathy
1-H35.41*,1-Lattice degeneration of retina
1-H35.42*,1-Microcystoid degeneration of retina
1-H35.43*,1-Paving stone degeneration of retina
1-H35.44*,1-Age-related reticular degeneration of retina
1-H35.45*,1-Secondary pigmentary degeneration
1-H35.46*,1-Secondary vitreoretinal degeneration
1-H35.6*,1-Retinal hemorrhage
1-H35.71*,1-Central serous chorioretinopathy
1-H35.72*,1-Serous detachment of retinal pigment epithelium
1-H35.73*,1-Hemorrhagic detachment of retinal pigment epithelium
1-H36.81*,1-Nonproliferative sickle-cell retinopathy
1-H36.82*,1-Proliferative sickle-cell retinopathy
1-H40.00*,"1-Preglaucoma, unspecified"
1-H40.01*,"1-Open angle with borderline findings, low risk"
1-H40.02*,"1-Open angle with borderline findings, high risk"
1-H40.03*,1-Anatomical narrow angle
1-H40.04*,1-Steroid responder
1-H40.05*,1-Ocular hypertension
1-H40.06*,1-Primary angle closure without glaucoma damage
1-H40.11*,1-Primary open-angle glaucoma
1-H40.12*,1-Low-tension glaucoma
1-H40.13*,1-Pigmentary glaucoma
1-H40.14*,1-Capsular glaucoma with pseudoexfoliation of lens
1-H40.15*,1-Residual stage of open-angle glaucoma
1-H40.21*,1-Acute angle-closure glaucoma
1-H40.22*,1-Chronic angle-closure glaucoma
1-H40.23*,1-Intermittent angle-closure glaucoma
1-H40.24*,1-Residual stage of angle-closure glaucoma
1-H40.3*,1-Glaucoma secondary to eye trauma
1-H40.4*,1-Glaucoma secondary to eye inflammation
1-H40.5*,1-Glaucoma secondary to other eye disorders
1-H40.6*,1-Glaucoma secondary to drugs
1-H40.81*,1-Glaucoma with increased episcleral venous pressure
1-H40.82*,1-Hypersecretion glaucoma
1-H40.83*,1-Aqueous misdirection
1-H43.0*,1-Vitreous prolapse
1-H43.1*,1-Vitreous hemorrhage
1-H43.2*,1-Crystalline deposits in vitreous body
1-H43.31*,1-Vitreous membranes and strands
1-H43.39*,1-Other vitreous opacities
1-H43.81*,1-Vitreous degeneration
1-H43.82*,1-Vitreomacular adhesion
1-H44.00*,1-Unspecified purulent endophthalmitis
1-H44.01*,1-Panophthalmitis (acute)
1-H44.02*,1-Vitreous abscess (chronic)
1-H44.11*,1-Panuveitis
1-H44.12*,"1-Parasitic endophthalmitis, unspecified"
1-H44.13*,1-Sympathetic uveitis
1-H44.2*,1-Degenerative myopia
1-H44.31*,1-Chalcosis
1-H44.32*,1-Siderosis of eye
1-H44.39*,1-Other degenerative disorders of globe
1-H44.41*,1-Flat anterior chamber hypotony of eye
1-H44.42*,1-Hypotony of eye due to ocular fistula
1-H44.43*,1-Hypotony of eye due to other ocular disorders
1-H44.44*,1-Primary hypotony of eye
1-H44.51*,1-Absolute glaucoma
1-H44.52*,1-Atrophy of globe
1-H44.53*,1-Leucocoria
1-H44.60*,"1-Unspecified retained (old) intraocular foreign body, magnetic"
1-H44.61*,1-Retained (old) magnetic foreign body in anterior chamber
1-H44.62*,1-Retained (old) magnetic foreign body in iris or ciliary body
1-H44.63*,1-Retained (old) magnetic foreign body in lens
1-H44.64*,1-Retained (old) magnetic foreign body in posterior wall of globe
1-H44.65*,1-Retained (old) magnetic foreign body in vitreous body
1-H44.69*,"1-Retained (old) intraocular foreign body, magnetic, in other or multiple sites"
1-H44.70*,"1-Unspecified retained (old) intraocular foreign body, nonmagnetic"
1-H44.71*,1-Retained (nonmagnetic) (old) foreign body in anterior chamber
1-H44.72*,1-Retained (nonmagnetic) (old) foreign body in iris or ciliary body
1-H44.73*,1-Retained (nonmagnetic) (old) foreign body in lens
1-H44.74*,1-Retained (nonmagnetic) (old) foreign body in posterior wall of globe
1-H44.75*,1-Retained (nonmagnetic) (old) foreign body in vitreous body
1-H44.79*,"1-Retained (old) intraocular foreign body, nonmagnetic, in other or multiple sites"
1-H44.81*,1-Hemophthalmos
1-H44.82*,1-Luxation of globe
1-H46.0*,1-Optic papillitis
1-H46.1*,1-Retrobulbar neuritis
1-H47.01*,1-Ischemic optic neuropathy
1-H47.02*,1-Hemorrhage in optic nerve sheath
1-H47.03*,1-Optic nerve hypoplasia
1-H47.09*,"1-Other disorders of optic nerve, not elsewhere classified"
1-H47.14*,1-Foster-Kennedy syndrome
1-H47.21*,1-Primary optic atrophy
1-H47.23*,1-Glaucomatous optic atrophy
1-H47.29*,1-Other optic atrophy
1-H47.31*,1-Coloboma of optic disc
1-H47.32*,1-Drusen of optic disc
1-H47.33*,1-Pseudopapilledema of optic disc
1-H47.39*,1-Other disorders of optic disc
1-H47.51*,1-Disorders of visual pathways in (due to) inflammatory disorders
1-H47.52*,1-Disorders of visual pathways in (due to) neoplasm
1-H47.53*,1-Disorders of visual pathways in (due to) vascular disorders
1-H47.61*,1-Cortical blindness
1-H47.62*,1-Disorders of visual cortex in (due to) inflammatory disorders
1-H47.63*,1-Disorders of visual cortex in (due to) neoplasm
1-H47.64*,1-Disorders of visual cortex in (due to) vascular disorders
1-H49*,1-Paralytic strabismus
1-H50.01*,1-Monocular esotropia
1-H50.02*,1-Monocular esotropia with A pattern
1-H50.03*,1-Monocular esotropia with V pattern
1-H50.04*,1-Monocular esotropia with other noncomitancies
1-H50.11*,1-Monocular exotropia
1-H50.12*,1-Monocular exotropia with A pattern
1-H50.13*,1-Monocular exotropia with V pattern
1-H50.14*,1-Monocular exotropia with other noncomitancies
1-H50.2*,1-Vertical strabismus
1-H50.31*,1-Intermittent monocular esotropia
1-H50.33*,1-Intermittent monocular exotropia
1-H50.41*,1-Cyclotropia
1-H50.61*,1-Brown's sheath syndrome
1-H50.62*,1-Inferior oblique muscle entrapment
1-H50.63*,1-Inferior rectus muscle entrapment
1-H50.64*,1-Lateral rectus muscle entrapment
1-H50.65*,1-Medial rectus muscle entrapment
1-H50.66*,1-Superior oblique muscle entrapment
1-H50.67*,1-Superior rectus muscle entrapment
1-H50.68*,"1-Extraocular muscle entrapment, unspecified"
1-H50.81*,1-Duane's syndrome
1-H51.2*,1-Internuclear ophthalmoplegia
1-H52.0*,1-Hypermetropia
1-H52.1*,1-Myopia
1-H52.20*,1-Unspecified astigmatism
1-H52.21*,1-Irregular astigmatism
1-H52.22*,1-Regular astigmatism
1-H52.51*,1-Internal ophthalmoplegia (complete) (total)
1-H52.52*,1-Paresis of accommodation
1-H52.53*,1-Spasm of accommodation
1-H53.00*,1-Unspecified amblyopia
1-H53.01*,1-Deprivation amblyopia
1-H53.02*,1-Refractive amblyopia
1-H53.03*,1-Strabismic amblyopia
1-H53.04*,1-Amblyopia suspect
1-H53.12*,1-Transient visual loss
1-H53.13*,1-Sudden visual loss
1-H53.14*,1-Visual discomfort
1-H53.4*,1-Visual field defects
1-H54*,1-Blindness and low vision
1-H57.05*,1-Tonic pupil
1-H57.1*,1-Ocular pain
1-H57.81*,1-Brow ptosis
1-H57.8A*,1-Foreign body sensation eye (ocular)
1-H59.01*,1-Keratopathy (bullous aphakic) following cataract surgery
1-H59.02*,1-Cataract (lens) fragments in eye following cataract surgery
1-H59.03*,1-Cystoid macular edema following cataract surgery
1-H59.09*,1-Other disorders of the eye following cataract surgery
1-H59.11*,1-Intraoperative hemorrhage and hematoma of eye and adnexa complicating an ophthalmic procedure
1-H59.12*,1-Intraoperative hemorrhage and hematoma of eye and adnexa complicating other procedure
1-H59.21*,1-Accidental puncture and laceration of eye and adnexa during an ophthalmic procedure
1-H59.22*,1-Accidental puncture and laceration of eye and adnexa during other procedure
1-H59.31*,1-Postprocedural hemorrhage of eye and adnexa following an ophthalmic procedure
1-H59.32*,1-Postprocedural hemorrhage of eye and adnexa following other procedure
1-H59.33*,1-Postprocedural hematoma of eye and adnexa following an ophthalmic procedure
1-H59.34*,1-Postprocedural hematoma of eye and adnexa following other procedure
1-H59.35*,1-Postprocedural seroma of eye and adnexa following an ophthalmic procedure
1-H59.36*,1-Postprocedural seroma of eye and adnexa following other procedure
1-H59.81*,1-Chorioretinal scars after surgery for detachment
1-H60.0*,1-Abscess of external ear
1-H60.1*,1-Cellulitis of external ear
1-H60.2*,1-Malignant otitis externa
1-H60.31*,1-Diffuse otitis externa
1-H60.32*,1-Hemorrhagic otitis externa
1-H60.33*,1-Swimmer's ear
1-H60.39*,1-Other infective otitis externa
1-H60.4*,1-Cholesteatoma of external ear
1-H60.50*,1-Unspecified acute noninfective otitis externa
1-H60.51*,1-Acute actinic otitis externa
1-H60.52*,1-Acute chemical otitis externa
1-H60.53*,1-Acute contact otitis externa
1-H60.54*,1-Acute eczematoid otitis externa
1-H60.55*,1-Acute reactive otitis externa
1-H60.59*,1-Other noninfective acute otitis externa
1-H60.6*,1-Unspecified chronic otitis externa
1-H60.8X*,1-Other otitis externa
1-H60.9*,1-Unspecified otitis externa
1-H61.00*,1-Unspecified perichondritis of external ear
1-H61.01*,1-Acute perichondritis of external ear
1-H61.02*,1-Chronic perichondritis of external ear
1-H61.03*,1-Chondritis of external ear
1-H61.10*,1-Unspecified noninfective disorders of pinna
1-H61.11*,1-Acquired deformity of pinna
1-H61.12*,1-Hematoma of pinna
1-H61.19*,1-Other noninfective disorders of pinna
1-H61.2*,1-Impacted cerumen
1-H61.30*,"1-Acquired stenosis of external ear canal, unspecified"
1-H61.31*,1-Acquired stenosis of external ear canal secondary to trauma
1-H61.32*,1-Acquired stenosis of external ear canal secondary to inflammation and infection
1-H61.39*,1-Other acquired stenosis of external ear canal
1-H61.81*,1-Exostosis of external canal
1-H61.89*,1-Other specified disorders of external ear
1-H61.9*,"1-Disorder of external ear, unspecified"
1-H62.4*,1-Otitis externa in other diseases classified elsewhere
1-H62.8X*,1-Other disorders of external ear in diseases classified elsewhere
1-H65.0*,1-Acute serous otitis media
1-H65.11*,1-Acute and subacute allergic otitis media (mucoid) (sanguinous) (serous)
1-H65.19*,1-Other acute nonsuppurative otitis media
1-H65.2*,1-Chronic serous otitis media
1-H65.3*,1-Chronic mucoid otitis media
1-H65.41*,1-Chronic allergic otitis media
1-H65.49*,1-Other chronic nonsuppurative otitis media
1-H65.9*,1-Unspecified nonsuppurative otitis media
1-H66.00*,1-Acute suppurative otitis media without spontaneous rupture of ear drum
1-H66.01*,1-Acute suppurative otitis media with spontaneous rupture of ear drum
1-H66.1*,1-Chronic tubotympanic suppurative otitis media
1-H66.2*,1-Chronic atticoantral suppurative otitis media
1-H66.3X*,1-Other chronic suppurative otitis media
1-H66.4*,"1-Suppurative otitis media, unspecified"
1-H66.9*,"1-Otitis media, unspecified"
1-H67*,1-Otitis media in diseases classified elsewhere
1-H67*,1-Otitis media in diseases classified elsewhere
1-H68.00*,1-Unspecified Eustachian salpingitis
1-H68.01*,1-Acute Eustachian salpingitis
1-H68.02*,1-Chronic Eustachian salpingitis
1-H68.10*,1-Unspecified obstruction of Eustachian tube
1-H68.11*,1-Osseous obstruction of Eustachian tube
1-H68.12*,1-Intrinsic cartilagenous obstruction of Eustachian tube
1-H68.13*,1-Extrinsic cartilagenous obstruction of Eustachian tube
1-H69.0*,1-Patulous Eustachian tube
1-H69.8*,1-Other specified disorders of Eustachian tube
1-H69.9*,1-Unspecified Eustachian tube disorder
1-H70.00*,1-Acute mastoiditis without complications
1-H70.01*,1-Subperiosteal abscess of mastoid
1-H70.09*,1-Acute mastoiditis with other complications
1-H70.1*,1-Chronic mastoiditis
1-H70.20*,1-Unspecified petrositis
1-H70.21*,1-Acute petrositis
1-H70.22*,1-Chronic petrositis
1-H70.81*,1-Postauricular fistula
1-H70.89*,1-Other mastoiditis and related conditions
1-H70.9*,1-Unspecified mastoiditis
1-H71.0*,1-Cholesteatoma of attic
1-H71.1*,1-Cholesteatoma of tympanum
1-H71.2*,1-Cholesteatoma of mastoid
1-H71.3*,1-Diffuse cholesteatosis
1-H71.9*,1-Unspecified cholesteatoma
1-H72.0*,1-Central perforation of tympanic membrane
1-H72.1*,1-Attic perforation of tympanic membrane
1-H72.2X*,1-Other marginal perforations of tympanic membrane
1-H72.81*,1-Multiple perforations of tympanic membrane
1-H72.82*,1-Total perforations of tympanic membrane
1-H72.9*,1-Unspecified perforation of tympanic membrane
1-H73.00*,1-Unspecified acute myringitis
1-H73.01*,1-Bullous myringitis
1-H73.09*,1-Other acute myringitis
1-H73.1*,1-Chronic myringitis
1-H73.2*,1-Unspecified myringitis
1-H73.81*,1-Atrophic flaccid tympanic membrane
1-H73.82*,1-Atrophic nonflaccid tympanic membrane
1-H73.89*,1-Other specified disorders of tympanic membrane
1-H73.9*,1-Unspecified disorder of tympanic membrane
1-H74.0*,1-Tympanosclerosis
1-H74.1*,1-Adhesive middle ear disease
1-H74.2*,1-Discontinuity and dislocation of ear ossicles
1-H74.31*,1-Ankylosis of ear ossicles
1-H74.32*,1-Partial loss of ear ossicles
1-H74.39*,1-Other acquired abnormalities of ear ossicles
1-H74.4*,1-Polyp of middle ear
1-H74.8X*,1-Other specified disorders of middle ear and mastoid
1-H74.9*,1-Unspecified disorder of middle ear and mastoid
1-H75.0*,1-Mastoiditis in infectious and parasitic diseases classified elsewhere
1-H75.8*,1-Other specified disorders of middle ear and mastoid in diseases classified elsewhere
1-H80.0*,"1-Otosclerosis involving oval window, nonobliterative"
1-H80.1*,"1-Otosclerosis involving oval window, obliterative"
1-H80.2*,1-Cochlear otosclerosis
1-H80.8*,1-Other otosclerosis
1-H80.9*,1-Unspecified otosclerosis
1-H81.0*,1-Ménière's disease
1-H81.1*,1-Benign paroxysmal vertigo
1-H81.2*,1-Vestibular neuronitis
1-H81.31*,1-Aural vertigo
1-H81.39*,1-Other peripheral vertigo
1-H81.8X*,1-Other disorders of vestibular function
1-H81.9*,1-Unspecified disorder of vestibular function
1-H82*,1-Vertiginous syndromes in diseases classified elsewhere
1-H83.0*,1-Labyrinthitis
1-H83.1*,1-Labyrinthine fistula
1-H83.2X*,1-Labyrinthine dysfunction
1-H83.3X*,1-Noise effects on inner ear
1-H83.8X*,1-Other specified diseases of inner ear
1-H83.9*,1-Unspecified disease of inner ear
1-H90*,1-Conductive and sensorineural hearing loss
1-H91.0*,1-Ototoxic hearing loss
1-H91.1*,1-Presbycusis
1-H91.2*,1-Sudden idiopathic hearing loss
1-H91.8X*,1-Other specified hearing loss
1-H91.9*,1-Unspecified hearing loss
1-H92.0*,1-Otalgia
1-H92.1*,1-Otorrhea
1-H92.2*,1-Otorrhagia
1-H93.01*,1-Transient ischemic deafness
1-H93.09*,1-Unspecified degenerative and vascular disorders of ear
1-H93.1*,1-Tinnitus
1-H93.21*,1-Auditory recruitment
1-H93.22*,1-Diplacusis
1-H93.23*,1-Hyperacusis
1-H93.24*,1-Temporary auditory threshold shift
1-H93.29*,1-Other abnormal auditory perceptions
1-H93.3X*,1-Disorders of acoustic nerve
1-H93.8X*,1-Other specified disorders of ear
1-H93.9*,1-Unspecified disorder of ear
1-H93.A*,1-Pulsatile tinnitus
1-H94.0*,1-Acoustic neuritis in infectious and parasitic diseases classified elsewhere
1-H94.8*,1-Other specified disorders of ear in diseases classified elsewhere
1-H95.0*,1-Recurrent cholesteatoma of postmastoidectomy cavity
1-H95.11*,1-Chronic inflammation of postmastoidectomy cavity
1-H95.12*,1-Granulation of postmastoidectomy cavity
1-H95.13*,1-Mucosal cyst of postmastoidectomy cavity
1-H95.19*,1-Other disorders following mastoidectomy
1-H95.81*,1-Postprocedural stenosis of external ear canal
1-I21.0*,1-ST elevation (STEMI) myocardial infarction of anterior wall
1-I21.1*,1-ST elevation (STEMI) myocardial infarction of inferior wall
1-I21.2*,1-ST elevation (STEMI) myocardial infarction of other sites
1-I60.0*,1-Nontraumatic subarachnoid hemorrhage from carotid siphon and bifurcation
1-I60.1*,1-Nontraumatic subarachnoid hemorrhage from middle cerebral artery
1-I60.3*,1-Nontraumatic subarachnoid hemorrhage from posterior communicating artery
1-I60.5*,1-Nontraumatic subarachnoid hemorrhage from vertebral artery
1-I63.01*,1-Cerebral infarction due to thrombosis of vertebral artery
1-I63.03*,1-Cerebral infarction due to thrombosis of carotid artery
1-I63.11*,1-Cerebral infarction due to embolism of vertebral artery
1-I63.13*,1-Cerebral infarction due to embolism of carotid artery
1-I63.21*,1-Cerebral infarction due to unspecified occlusion or stenosis of vertebral arteries
1-I63.23*,1-Cerebral infarction due to unspecified occlusion or stenosis of carotid arteries
1-I63.31*,1-Cerebral infarction due to thrombosis of middle cerebral artery
1-I63.32*,1-Cerebral infarction due to thrombosis of anterior cerebral artery
1-I63.33*,1-Cerebral infarction due to thrombosis of posterior cerebral artery
1-I63.34*,1-Cerebral infarction due to thrombosis of cerebellar artery
1-I63.41*,1-Cerebral infarction due to embolism of middle cerebral artery
1-I63.42*,1-Cerebral infarction due to embolism of anterior cerebral artery
1-I63.43*,1-Cerebral infarction due to embolism of posterior cerebral artery
1-I63.44*,1-Cerebral infarction due to embolism of cerebellar artery
1-I63.51*,1-Cerebral infarction due to unspecified occlusion or stenosis of middle cerebral artery
1-I63.52*,1-Cerebral infarction due to unspecified occlusion or stenosis of anterior cerebral artery
1-I63.53*,1-Cerebral infarction due to unspecified occlusion or stenosis of posterior cerebral artery
1-I63.54*,1-Cerebral infarction due to unspecified occlusion or stenosis of cerebellar artery
1-I65.0*,1-Occlusion and stenosis of vertebral artery
1-I65.2*,1-Occlusion and stenosis of carotid artery
1-I66.0*,1-Occlusion and stenosis of middle cerebral artery
