Name	Name1	Desc	Level1	Level2	Level3	Level4	Level5	Level6	Level7	Level8	V1	added
A31.2	A312	Disseminated mycobacterium avium-intracellulare complex (DMAC)	Root	A00-B99	A30-A49	A31	A31.2				A312    Disseminated mycobacterium avium-intracellulare complex (DMAC)	0
A31.8	A318	Other mycobacterial infections	Root	A00-B99	A30-A49	A31	A31.8				A318    Other mycobacterial infections	0
A31.9	A319	Mycobacterial infection, unspecified	Root	A00-B99	A30-A49	A31	A31.9				A319    Mycobacterial infection, unspecified	0
A32	A32	Listeriosis	Root	A00-B99	A30-A49	A32					NA	0
A32.0	A320	Cutaneous listeriosis	Root	A00-B99	A30-A49	A32	A32.0				A320    Cutaneous listeriosis	0
A32.1	A321	Listerial meningitis and meningoencephalitis	Root	A00-B99	A30-A49	A32	A32.1				NA	0
A32.11	A3211	Listerial meningitis	Root	A00-B99	A30-A49	A32	A32.1	A32.11			A3211   Listerial meningitis	0
A32.12	A3212	Listerial meningoencephalitis	Root	A00-B99	A30-A49	A32	A32.1	A32.12			A3212   Listerial meningoencephalitis	0
A32.7	A327	Listerial sepsis	Root	A00-B99	A30-A49	A32	A32.7				A327    Listerial sepsis	0
A32.8	A328	Other forms of listeriosis	Root	A00-B99	A30-A49	A32	A32.8				NA	0
A32.81	A3281	Oculoglandular listeriosis	Root	A00-B99	A30-A49	A32	A32.8	A32.81			A3281   Oculoglandular listeriosis	0
A32.82	A3282	Listerial endocarditis	Root	A00-B99	A30-A49	A32	A32.8	A32.82			A3282   Listerial endocarditis	0
A32.89	A3289	Other forms of listeriosis	Root	A00-B99	A30-A49	A32	A32.8	A32.89			A3289   Other forms of listeriosis	0
A32.9	A329	Listeriosis, unspecified	Root	A00-B99	A30-A49	A32	A32.9				A329    Listeriosis, unspecified	0
A33	A33	Tetanus neonatorum	Root	A00-B99	A30-A49	A33					A33     Tetanus neonatorum	0
A34	A34	Obstetrical tetanus	Root	A00-B99	A30-A49	A34					A34     Obstetrical tetanus	0
A35	A35	Other tetanus	Root	A00-B99	A30-A49	A35					A35     Other tetanus	0
A36	A36	Diphtheria	Root	A00-B99	A30-A49	A36					NA	0
A36.0	A360	Pharyngeal diphtheria	Root	A00-B99	A30-A49	A36	A36.0				A360    Pharyngeal diphtheria	0
A36.1	A361	Nasopharyngeal diphtheria	Root	A00-B99	A30-A49	A36	A36.1				A361    Nasopharyngeal diphtheria	0
A36.2	A362	Laryngeal diphtheria	Root	A00-B99	A30-A49	A36	A36.2				A362    Laryngeal diphtheria	0
A36.3	A363	Cutaneous diphtheria	Root	A00-B99	A30-A49	A36	A36.3				A363    Cutaneous diphtheria	0
A36.8	A368	Other diphtheria	Root	A00-B99	A30-A49	A36	A36.8				NA	0
A36.81	A3681	Diphtheritic cardiomyopathy	Root	A00-B99	A30-A49	A36	A36.8	A36.81			A3681   Diphtheritic cardiomyopathy	0
A36.82	A3682	Diphtheritic radiculomyelitis	Root	A00-B99	A30-A49	A36	A36.8	A36.82			A3682   Diphtheritic radiculomyelitis	0
A36.83	A3683	Diphtheritic polyneuritis	Root	A00-B99	A30-A49	A36	A36.8	A36.83			A3683   Diphtheritic polyneuritis	0
A36.84	A3684	Diphtheritic tubulo-interstitial nephropathy	Root	A00-B99	A30-A49	A36	A36.8	A36.84			A3684   Diphtheritic tubulo-interstitial nephropathy	0
A36.85	A3685	Diphtheritic cystitis	Root	A00-B99	A30-A49	A36	A36.8	A36.85			A3685   Diphtheritic cystitis	0
A36.86	A3686	Diphtheritic conjunctivitis	Root	A00-B99	A30-A49	A36	A36.8	A36.86			A3686   Diphtheritic conjunctivitis	0
A36.89	A3689	Other diphtheritic complications	Root	A00-B99	A30-A49	A36	A36.8	A36.89			A3689   Other diphtheritic complications	0
A36.9	A369	Diphtheria, unspecified	Root	A00-B99	A30-A49	A36	A36.9				A369    Diphtheria, unspecified	0
A37	A37	Whooping cough	Root	A00-B99	A30-A49	A37					NA	0
A37.0	A370	Whooping cough due to Bordetella pertussis	Root	A00-B99	A30-A49	A37	A37.0				NA	0
A37.00	A3700	Whooping cough due to Bordetella pertussis without pneumonia	Root	A00-B99	A30-A49	A37	A37.0	A37.00			A3700   Whooping cough due to Bordetella pertussis without pneumonia	0
A37.01	A3701	Whooping cough due to Bordetella pertussis with pneumonia	Root	A00-B99	A30-A49	A37	A37.0	A37.01			A3701   Whooping cough due to Bordetella pertussis with pneumonia	0
A37.1	A371	Whooping cough due to Bordetella parapertussis	Root	A00-B99	A30-A49	A37	A37.1				NA	0
A37.10	A3710	Whooping cough due to Bordetella parapertussis without pneumonia	Root	A00-B99	A30-A49	A37	A37.1	A37.10			A3710   Whooping cough due to Bordetella parapertussis without pneumonia	0
A37.11	A3711	Whooping cough due to Bordetella parapertussis with pneumonia	Root	A00-B99	A30-A49	A37	A37.1	A37.11			A3711   Whooping cough due to Bordetella parapertussis with pneumonia	0
A37.8	A378	Whooping cough due to other Bordetella species	Root	A00-B99	A30-A49	A37	A37.8				NA	0
A37.80	A3780	Whooping cough due to other Bordetella species without pneumonia	Root	A00-B99	A30-A49	A37	A37.8	A37.80			A3780   Whooping cough due to other Bordetella species without pneumonia	0
A37.81	A3781	Whooping cough due to other Bordetella species with pneumonia	Root	A00-B99	A30-A49	A37	A37.8	A37.81			A3781   Whooping cough due to other Bordetella species with pneumonia	0
A37.9	A379	Whooping cough, unspecified species	Root	A00-B99	A30-A49	A37	A37.9				NA	0
A37.90	A3790	Whooping cough, unspecified species without pneumonia	Root	A00-B99	A30-A49	A37	A37.9	A37.90			A3790   Whooping cough, unspecified species without pneumonia	0
A37.91	A3791	Whooping cough, unspecified species with pneumonia	Root	A00-B99	A30-A49	A37	A37.9	A37.91			A3791   Whooping cough, unspecified species with pneumonia	0
A38	A38	Scarlet fever	Root	A00-B99	A30-A49	A38					NA	0
A38.0	A380	Scarlet fever with otitis media	Root	A00-B99	A30-A49	A38	A38.0				A380    Scarlet fever with otitis media	0
A38.1	A381	Scarlet fever with myocarditis	Root	A00-B99	A30-A49	A38	A38.1				A381    Scarlet fever with myocarditis	0
A38.8	A388	Scarlet fever with other complications	Root	A00-B99	A30-A49	A38	A38.8				A388    Scarlet fever with other complications	0
A38.9	A389	Scarlet fever, uncomplicated	Root	A00-B99	A30-A49	A38	A38.9				A389    Scarlet fever, uncomplicated	0
A39	A39	Meningococcal infection	Root	A00-B99	A30-A49	A39					NA	0
A39.0	A390	Meningococcal meningitis	Root	A00-B99	A30-A49	A39	A39.0				A390    Meningococcal meningitis	0
A39.1	A391	Waterhouse-Friderichsen syndrome	Root	A00-B99	A30-A49	A39	A39.1				A391    Waterhouse-Friderichsen syndrome	0
A39.2	A392	Acute meningococcemia	Root	A00-B99	A30-A49	A39	A39.2				A392    Acute meningococcemia	0
A39.3	A393	Chronic meningococcemia	Root	A00-B99	A30-A49	A39	A39.3				A393    Chronic meningococcemia	0
A39.4	A394	Meningococcemia, unspecified	Root	A00-B99	A30-A49	A39	A39.4				A394    Meningococcemia, unspecified	0
A39.5	A395	Meningococcal heart disease	Root	A00-B99	A30-A49	A39	A39.5				NA	0
A39.50	A3950	Meningococcal carditis, unspecified	Root	A00-B99	A30-A49	A39	A39.5	A39.50			A3950   Meningococcal carditis, unspecified	0
A39.51	A3951	Meningococcal endocarditis	Root	A00-B99	A30-A49	A39	A39.5	A39.51			A3951   Meningococcal endocarditis	0
A39.52	A3952	Meningococcal myocarditis	Root	A00-B99	A30-A49	A39	A39.5	A39.52			A3952   Meningococcal myocarditis	0
A39.53	A3953	Meningococcal pericarditis	Root	A00-B99	A30-A49	A39	A39.5	A39.53			A3953   Meningococcal pericarditis	0
A39.8	A398	Other meningococcal infections	Root	A00-B99	A30-A49	A39	A39.8				NA	0
A39.81	A3981	Meningococcal encephalitis	Root	A00-B99	A30-A49	A39	A39.8	A39.81			A3981   Meningococcal encephalitis	0
A39.82	A3982	Meningococcal retrobulbar neuritis	Root	A00-B99	A30-A49	A39	A39.8	A39.82			A3982   Meningococcal retrobulbar neuritis	0
A39.83	A3983	Meningococcal arthritis	Root	A00-B99	A30-A49	A39	A39.8	A39.83			A3983   Meningococcal arthritis	0
A39.84	A3984	Postmeningococcal arthritis	Root	A00-B99	A30-A49	A39	A39.8	A39.84			A3984   Postmeningococcal arthritis	0
A39.89	A3989	Other meningococcal infections	Root	A00-B99	A30-A49	A39	A39.8	A39.89			A3989   Other meningococcal infections	0
A39.9	A399	Meningococcal infection, unspecified	Root	A00-B99	A30-A49	A39	A39.9				A399    Meningococcal infection, unspecified	0
A40	A40	Streptococcal sepsis	Root	A00-B99	A30-A49	A40					NA	0
A40.0	A400	Sepsis due to streptococcus, group A	Root	A00-B99	A30-A49	A40	A40.0				A400    Sepsis due to streptococcus, group A	0
A40.1	A401	Sepsis due to streptococcus, group B	Root	A00-B99	A30-A49	A40	A40.1				A401    Sepsis due to streptococcus, group B	0
A40.3	A403	Sepsis due to Streptococcus pneumoniae	Root	A00-B99	A30-A49	A40	A40.3				A403    Sepsis due to Streptococcus pneumoniae	0
A40.8	A408	Other streptococcal sepsis	Root	A00-B99	A30-A49	A40	A40.8				A408    Other streptococcal sepsis	0
A40.9	A409	Streptococcal sepsis, unspecified	Root	A00-B99	A30-A49	A40	A40.9				A409    Streptococcal sepsis, unspecified	0
A41	A41	Other sepsis	Root	A00-B99	A30-A49	A41					NA	0
A41.0	A410	Sepsis due to Staphylococcus aureus	Root	A00-B99	A30-A49	A41	A41.0				NA	0
A41.01	A4101	Sepsis due to Methicillin susceptible Staphylococcus aureus	Root	A00-B99	A30-A49	A41	A41.0	A41.01			A4101   Sepsis due to Methicillin susceptible Staphylococcus aureus	0
A41.02	A4102	Sepsis due to Methicillin resistant Staphylococcus aureus	Root	A00-B99	A30-A49	A41	A41.0	A41.02			A4102   Sepsis due to Methicillin resistant Staphylococcus aureus	0
A41.1	A411	Sepsis due to other specified staphylococcus	Root	A00-B99	A30-A49	A41	A41.1				A411    Sepsis due to other specified staphylococcus	0
A41.2	A412	Sepsis due to unspecified staphylococcus	Root	A00-B99	A30-A49	A41	A41.2				A412    Sepsis due to unspecified staphylococcus	0
A41.3	A413	Sepsis due to Hemophilus influenzae	Root	A00-B99	A30-A49	A41	A41.3				A413    Sepsis due to Hemophilus influenzae	0
A41.4	A414	Sepsis due to anaerobes	Root	A00-B99	A30-A49	A41	A41.4				A414    Sepsis due to anaerobes	0
A41.5	A415	Sepsis due to other Gram-negative organisms	Root	A00-B99	A30-A49	A41	A41.5				NA	0
A41.50	A4150	Gram-negative sepsis, unspecified	Root	A00-B99	A30-A49	A41	A41.5	A41.50			A4150   Gram-negative sepsis, unspecified	0
A41.51	A4151	Sepsis due to Escherichia coli [E. coli]	Root	A00-B99	A30-A49	A41	A41.5	A41.51			A4151   Sepsis due to Escherichia coli [E. coli]	0
A41.52	A4152	Sepsis due to Pseudomonas	Root	A00-B99	A30-A49	A41	A41.5	A41.52			A4152   Sepsis due to Pseudomonas	0
A41.53	A4153	Sepsis due to Serratia	Root	A00-B99	A30-A49	A41	A41.5	A41.53			A4153   Sepsis due to Serratia	0
A41.54	A4154	Sepsis due to Acinetobacter baumannii	Root	A00-B99	A30-A49	A41	A41.5	A41.54			A4154   Sepsis due to Acinetobacter baumannii	0
A41.59	A4159	Other Gram-negative sepsis	Root	A00-B99	A30-A49	A41	A41.5	A41.59			A4159   Other Gram-negative sepsis	0
A41.8	A418	Other specified sepsis	Root	A00-B99	A30-A49	A41	A41.8				NA	0
A41.81	A4181	Sepsis due to Enterococcus	Root	A00-B99	A30-A49	A41	A41.8	A41.81			A4181   Sepsis due to Enterococcus	0
A41.89	A4189	Other specified sepsis	Root	A00-B99	A30-A49	A41	A41.8	A41.89			A4189   Other specified sepsis	0
A41.9	A419	Sepsis, unspecified organism	Root	A00-B99	A30-A49	A41	A41.9				A419    Sepsis, unspecified organism	0
A42	A42	Actinomycosis	Root	A00-B99	A30-A49	A42					NA	0
A42.0	A420	Pulmonary actinomycosis	Root	A00-B99	A30-A49	A42	A42.0				A420    Pulmonary actinomycosis	0
A42.1	A421	Abdominal actinomycosis	Root	A00-B99	A30-A49	A42	A42.1				A421    Abdominal actinomycosis	0
A42.2	A422	Cervicofacial actinomycosis	Root	A00-B99	A30-A49	A42	A42.2				A422    Cervicofacial actinomycosis	0
A42.7	A427	Actinomycotic sepsis	Root	A00-B99	A30-A49	A42	A42.7				A427    Actinomycotic sepsis	0
A42.8	A428	Other forms of actinomycosis	Root	A00-B99	A30-A49	A42	A42.8				NA	0
A42.81	A4281	Actinomycotic meningitis	Root	A00-B99	A30-A49	A42	A42.8	A42.81			A4281   Actinomycotic meningitis	0
A42.82	A4282	Actinomycotic encephalitis	Root	A00-B99	A30-A49	A42	A42.8	A42.82			A4282   Actinomycotic encephalitis	0
A42.89	A4289	Other forms of actinomycosis	Root	A00-B99	A30-A49	A42	A42.8	A42.89			A4289   Other forms of actinomycosis	0
A42.9	A429	Actinomycosis, unspecified	Root	A00-B99	A30-A49	A42	A42.9				A429    Actinomycosis, unspecified	0
A43	A43	Nocardiosis	Root	A00-B99	A30-A49	A43					NA	0
A43.0	A430	Pulmonary nocardiosis	Root	A00-B99	A30-A49	A43	A43.0				A430    Pulmonary nocardiosis	0
A43.1	A431	Cutaneous nocardiosis	Root	A00-B99	A30-A49	A43	A43.1				A431    Cutaneous nocardiosis	0
A43.8	A438	Other forms of nocardiosis	Root	A00-B99	A30-A49	A43	A43.8				A438    Other forms of nocardiosis	0
A43.9	A439	Nocardiosis, unspecified	Root	A00-B99	A30-A49	A43	A43.9				A439    Nocardiosis, unspecified	0
A44	A44	Bartonellosis	Root	A00-B99	A30-A49	A44					NA	0
A44.0	A440	Systemic bartonellosis	Root	A00-B99	A30-A49	A44	A44.0				A440    Systemic bartonellosis	0
A44.1	A441	Cutaneous and mucocutaneous bartonellosis	Root	A00-B99	A30-A49	A44	A44.1				A441    Cutaneous and mucocutaneous bartonellosis	0
A44.8	A448	Other forms of bartonellosis	Root	A00-B99	A30-A49	A44	A44.8				A448    Other forms of bartonellosis	0
A44.9	A449	Bartonellosis, unspecified	Root	A00-B99	A30-A49	A44	A44.9				A449    Bartonellosis, unspecified	0
A46	A46	Erysipelas	Root	A00-B99	A30-A49	A46					A46     Erysipelas	0
A48	A48	Other bacterial diseases, not elsewhere classified	Root	A00-B99	A30-A49	A48					NA	0
A48.0	A480	Gas gangrene	Root	A00-B99	A30-A49	A48	A48.0				A480    Gas gangrene	0
A48.1	A481	Legionnaires' disease	Root	A00-B99	A30-A49	A48	A48.1				A481    Legionnaires' disease	0
A48.2	A482	Nonpneumonic Legionnaires' disease [Pontiac fever]	Root	A00-B99	A30-A49	A48	A48.2				A482    Nonpneumonic Legionnaires' disease [Pontiac fever]	0
A48.3	A483	Toxic shock syndrome	Root	A00-B99	A30-A49	A48	A48.3				A483    Toxic shock syndrome	0
A48.4	A484	Brazilian purpuric fever	Root	A00-B99	A30-A49	A48	A48.4				A484    Brazilian purpuric fever	0
A48.5	A485	Other specified botulism	Root	A00-B99	A30-A49	A48	A48.5				NA	0
A48.51	A4851	Infant botulism	Root	A00-B99	A30-A49	A48	A48.5	A48.51			A4851   Infant botulism	0
A48.52	A4852	Wound botulism	Root	A00-B99	A30-A49	A48	A48.5	A48.52			A4852   Wound botulism	0
A48.8	A488	Other specified bacterial diseases	Root	A00-B99	A30-A49	A48	A48.8				A488    Other specified bacterial diseases	0
A49	A49	Bacterial infection of unspecified site	Root	A00-B99	A30-A49	A49					NA	0
A49.0	A490	Staphylococcal infection, unspecified site	Root	A00-B99	A30-A49	A49	A49.0				NA	0
A49.01	A4901	Methicillin susceptible Staphylococcus aureus infection, unspecified site	Root	A00-B99	A30-A49	A49	A49.0	A49.01			A4901   Methicillin susceptible Staphylococcus aureus infection, unspecified site	0
A49.02	A4902	Methicillin resistant Staphylococcus aureus infection, unspecified site	Root	A00-B99	A30-A49	A49	A49.0	A49.02			A4902   Methicillin resistant Staphylococcus aureus infection, unspecified site	0
A49.1	A491	Streptococcal infection, unspecified site	Root	A00-B99	A30-A49	A49	A49.1				A491    Streptococcal infection, unspecified site	0
A49.2	A492	Hemophilus influenzae infection, unspecified site	Root	A00-B99	A30-A49	A49	A49.2				A492    Hemophilus influenzae infection, unspecified site	0
A49.3	A493	Mycoplasma infection, unspecified site	Root	A00-B99	A30-A49	A49	A49.3				A493    Mycoplasma infection, unspecified site	0
A49.8	A498	Other bacterial infections of unspecified site	Root	A00-B99	A30-A49	A49	A49.8				A498    Other bacterial infections of unspecified site	0
A49.9	A499	Bacterial infection, unspecified	Root	A00-B99	A30-A49	A49	A49.9				A499    Bacterial infection, unspecified	0
A50	A50	Congenital syphilis	Root	A00-B99	A50-A64	A50					NA	0
A50.0	A500	Early congenital syphilis, symptomatic	Root	A00-B99	A50-A64	A50	A50.0				NA	0
A50.01	A5001	Early congenital syphilitic oculopathy	Root	A00-B99	A50-A64	A50	A50.0	A50.01			A5001   Early congenital syphilitic oculopathy	0
A50.02	A5002	Early congenital syphilitic osteochondropathy	Root	A00-B99	A50-A64	A50	A50.0	A50.02			A5002   Early congenital syphilitic osteochondropathy	0
A50.03	A5003	Early congenital syphilitic pharyngitis	Root	A00-B99	A50-A64	A50	A50.0	A50.03			A5003   Early congenital syphilitic pharyngitis	0
A50.04	A5004	Early congenital syphilitic pneumonia	Root	A00-B99	A50-A64	A50	A50.0	A50.04			A5004   Early congenital syphilitic pneumonia	0
A50.05	A5005	Early congenital syphilitic rhinitis	Root	A00-B99	A50-A64	A50	A50.0	A50.05			A5005   Early congenital syphilitic rhinitis	0
A50.06	A5006	Early cutaneous congenital syphilis	Root	A00-B99	A50-A64	A50	A50.0	A50.06			A5006   Early cutaneous congenital syphilis	0
A50.07	A5007	Early mucocutaneous congenital syphilis	Root	A00-B99	A50-A64	A50	A50.0	A50.07			A5007   Early mucocutaneous congenital syphilis	0
A50.08	A5008	Early visceral congenital syphilis	Root	A00-B99	A50-A64	A50	A50.0	A50.08			A5008   Early visceral congenital syphilis	0
A50.09	A5009	Other early congenital syphilis, symptomatic	Root	A00-B99	A50-A64	A50	A50.0	A50.09			A5009   Other early congenital syphilis, symptomatic	0
A50.1	A501	Early congenital syphilis, latent	Root	A00-B99	A50-A64	A50	A50.1				A501    Early congenital syphilis, latent	0
A50.2	A502	Early congenital syphilis, unspecified	Root	A00-B99	A50-A64	A50	A50.2				A502    Early congenital syphilis, unspecified	0
A50.3	A503	Late congenital syphilitic oculopathy	Root	A00-B99	A50-A64	A50	A50.3				NA	0
A50.30	A5030	Late congenital syphilitic oculopathy, unspecified	Root	A00-B99	A50-A64	A50	A50.3	A50.30			A5030   Late congenital syphilitic oculopathy, unspecified	0
A50.31	A5031	Late congenital syphilitic interstitial keratitis	Root	A00-B99	A50-A64	A50	A50.3	A50.31			A5031   Late congenital syphilitic interstitial keratitis	0
A50.32	A5032	Late congenital syphilitic chorioretinitis	Root	A00-B99	A50-A64	A50	A50.3	A50.32			A5032   Late congenital syphilitic chorioretinitis	0
A50.39	A5039	Other late congenital syphilitic oculopathy	Root	A00-B99	A50-A64	A50	A50.3	A50.39			A5039   Other late congenital syphilitic oculopathy	0
A50.4	A504	Late congenital neurosyphilis [juvenile neurosyphilis]	Root	A00-B99	A50-A64	A50	A50.4				NA	0
A50.40	A5040	Late congenital neurosyphilis, unspecified	Root	A00-B99	A50-A64	A50	A50.4	A50.40			A5040   Late congenital neurosyphilis, unspecified	0
A50.41	A5041	Late congenital syphilitic meningitis	Root	A00-B99	A50-A64	A50	A50.4	A50.41			A5041   Late congenital syphilitic meningitis	0
A50.42	A5042	Late congenital syphilitic encephalitis	Root	A00-B99	A50-A64	A50	A50.4	A50.42			A5042   Late congenital syphilitic encephalitis	0
A50.43	A5043	Late congenital syphilitic polyneuropathy	Root	A00-B99	A50-A64	A50	A50.4	A50.43			A5043   Late congenital syphilitic polyneuropathy	0
A50.44	A5044	Late congenital syphilitic optic nerve atrophy	Root	A00-B99	A50-A64	A50	A50.4	A50.44			A5044   Late congenital syphilitic optic nerve atrophy	0
A50.45	A5045	Juvenile general paresis	Root	A00-B99	A50-A64	A50	A50.4	A50.45			A5045   Juvenile general paresis	0
A50.49	A5049	Other late congenital neurosyphilis	Root	A00-B99	A50-A64	A50	A50.4	A50.49			A5049   Other late congenital neurosyphilis	0
A50.5	A505	Other late congenital syphilis, symptomatic	Root	A00-B99	A50-A64	A50	A50.5				NA	0
A50.51	A5051	Clutton's joints	Root	A00-B99	A50-A64	A50	A50.5	A50.51			A5051   Clutton's joints	0
A50.52	A5052	Hutchinson's teeth	Root	A00-B99	A50-A64	A50	A50.5	A50.52			A5052   Hutchinson's teeth	0
A50.53	A5053	Hutchinson's triad	Root	A00-B99	A50-A64	A50	A50.5	A50.53			A5053   Hutchinson's triad	0
A50.54	A5054	Late congenital cardiovascular syphilis	Root	A00-B99	A50-A64	A50	A50.5	A50.54			A5054   Late congenital cardiovascular syphilis	0
A50.55	A5055	Late congenital syphilitic arthropathy	Root	A00-B99	A50-A64	A50	A50.5	A50.55			A5055   Late congenital syphilitic arthropathy	0
A50.56	A5056	Late congenital syphilitic osteochondropathy	Root	A00-B99	A50-A64	A50	A50.5	A50.56			A5056   Late congenital syphilitic osteochondropathy	0
A50.57	A5057	Syphilitic saddle nose	Root	A00-B99	A50-A64	A50	A50.5	A50.57			A5057   Syphilitic saddle nose	0
A50.59	A5059	Other late congenital syphilis, symptomatic	Root	A00-B99	A50-A64	A50	A50.5	A50.59			A5059   Other late congenital syphilis, symptomatic	0
A50.6	A506	Late congenital syphilis, latent	Root	A00-B99	A50-A64	A50	A50.6				A506    Late congenital syphilis, latent	0
A50.7	A507	Late congenital syphilis, unspecified	Root	A00-B99	A50-A64	A50	A50.7				A507    Late congenital syphilis, unspecified	0
